Date,Region,Cost center,Project,Account,Source,Category,Event Type,PO No,Transactional value,Functional value,PO with Line item
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2264,0.07,0.09,NEW_PO_2264-3
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2267,6920.08,8809.95,NEW_PO_2267-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5473,199.0,253.35,NEW_PO_5473-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2267,0.02,0.03,NEW_PO_2267-5
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2284,1149.17,1463.01,NEW_PO_2284-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3373,748.57,953.0,NEW_PO_3373-4
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_756,1495.0,1903.28,NEW_PO_756-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_996,143570.88,182780.09,NEW_PO_996-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2267,0.02,0.03,NEW_PO_2267-4
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2267,0.02,0.03,NEW_PO_2267-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3360,3365.5,4284.62,NEW_PO_3360-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2264,0.07,0.09,NEW_PO_2264-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3360,3365.5,4284.62,NEW_PO_3360-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5474,53858.0,68566.62,NEW_PO_5474-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_996,24359.32,31011.85,NEW_PO_996-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4293,12283.0,15637.49,NEW_PO_4293-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4301,0.01,0.01,NEW_PO_4301-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4300,1039.33,1323.17,NEW_PO_4300-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5475,259.07,329.82,NEW_PO_5475-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2255,8092.25,10302.24,NEW_PO_2255-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_1754,7489.93,9535.43,NEW_PO_1754-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5476,199.0,253.35,NEW_PO_5476-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_849,4204.94,5353.31,NEW_PO_849-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5477,2425.78,3088.26,NEW_PO_5477-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_760,1645.0,2094.25,NEW_PO_760-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_987,898.93,1144.43,NEW_PO_987-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3357,2565.25,3265.82,NEW_PO_3357-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_784,2100.0,2673.51,NEW_PO_784-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2609,3535.34,4500.84,NEW_PO_2609-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_786,1735.0,2208.83,NEW_PO_786-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2546,89.09,113.42,NEW_PO_2546-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_1002,5286.0,6729.61,NEW_PO_1002-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3357,2565.25,3265.82,NEW_PO_3357-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2268,615.6,783.72,NEW_PO_2268-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_754,1625.0,2068.79,NEW_PO_754-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3356,707.48,900.69,NEW_PO_3356-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_764,4400.0,5601.64,NEW_PO_764-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4296,267.88,341.04,NEW_PO_4296-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3353,639.0,813.51,NEW_PO_3353-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2605,896.4,1141.21,NEW_PO_2605-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_1729,6397.51,8144.67,NEW_PO_1729-6
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4795,1873.56,2385.23,NEW_PO_4795-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2264,-0.07,-0.09,NEW_PO_2264-3
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5467,-989.71,-1260.0,NEW_PO_5467-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5472,-1265.0,-1610.47,NEW_PO_5472-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5470,-13900.0,-17696.09,NEW_PO_5470-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2264,-0.07,-0.09,NEW_PO_2264-4
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2267,-0.02,-0.03,NEW_PO_2267-5
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5473,-199.0,-253.35,NEW_PO_5473-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2283,-92.1,-117.25,NEW_PO_2283-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2244,-1930.62,-2457.87,NEW_PO_2244-6
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4297,-559.75,-712.62,NEW_PO_4297-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_869,-1952.0,-2485.09,NEW_PO_869-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2456,-548.0,-697.66,NEW_PO_2456-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5468,-2066.0,-2630.22,NEW_PO_5468-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2267,-6920.08,-8809.95,NEW_PO_2267-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4758,-305.0,-388.3,NEW_PO_4758-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2606,-1344.7,-1711.94,NEW_PO_2606-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2267,-0.02,-0.03,NEW_PO_2267-3
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2264,-0.07,-0.09,NEW_PO_2264-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4754,-305.0,-388.3,NEW_PO_4754-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5469,-1916.0,-2439.26,NEW_PO_5469-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5471,-4620.0,-5881.72,NEW_PO_5471-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_771,-1375.0,-1750.51,NEW_PO_771-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_1751,-2165.78,-2757.25,NEW_PO_1751-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2267,-0.02,-0.03,NEW_PO_2267-4
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2267,-0.02,-0.03,NEW_PO_2267-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2267,-0.02,-0.03,NEW_PO_2267-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3360,-3365.5,-4284.62,NEW_PO_3360-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2271,-434.84,-553.59,NEW_PO_2271-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3360,-3365.5,-4284.62,NEW_PO_3360-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2610,-2815.51,-3584.43,NEW_PO_2610-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5467,-989.71,-1260.0,NEW_PO_5467-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2264,-0.07,-0.09,NEW_PO_2264-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2270,-768.39,-978.24,NEW_PO_2270-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_996,-143570.88,-182780.09,NEW_PO_996-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2264,-0.07,-0.09,NEW_PO_2264-5
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_770,-1268.01,-1614.3,NEW_PO_770-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2264,-13694.43,-17434.38,NEW_PO_2264-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3373,-748.57,-953.0,NEW_PO_3373-4
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_756,-1495.0,-1903.28,NEW_PO_756-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5466,-2000.0,-2546.2,NEW_PO_5466-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3353,-639.0,-813.51,NEW_PO_3353-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2253,-3400.53,-4329.21,NEW_PO_2253-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2248,-3026.05,-3852.46,NEW_PO_2248-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2284,-1149.17,-1463.01,NEW_PO_2284-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4293,-12283.0,-15637.49,NEW_PO_4293-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_1729,-6397.51,-8144.67,NEW_PO_1729-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2268,-615.6,-783.72,NEW_PO_2268-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3357,-2565.25,-3265.82,NEW_PO_3357-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2609,-3535.34,-4500.84,NEW_PO_2609-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_784,-2100.0,-2673.51,NEW_PO_784-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_786,-1735.0,-2208.83,NEW_PO_786-2
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5474,-53858.0,-68566.62,NEW_PO_5474-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5476,-199.0,-253.35,NEW_PO_5476-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5477,-2425.78,-3088.26,NEW_PO_5477-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_1002,-5286.0,-6729.61,NEW_PO_1002-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4795,-1873.56,-2385.23,NEW_PO_4795-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2605,-896.4,-1141.21,NEW_PO_2605-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3356,-707.48,-900.69,NEW_PO_3356-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_760,-1645.0,-2094.25,NEW_PO_760-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_987,-898.93,-1144.43,NEW_PO_987-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_764,-4400.0,-5601.64,NEW_PO_764-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4296,-267.88,-341.04,NEW_PO_4296-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_1754,-7489.93,-9535.43,NEW_PO_1754-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_996,-24359.32,-31011.85,NEW_PO_996-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_754,-1625.0,-2068.79,NEW_PO_754-2
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4300,-1039.33,-1323.17,NEW_PO_4300-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_849,-4204.94,-5353.31,NEW_PO_849-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2546,-89.09,-113.42,NEW_PO_2546-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_4301,-0.01,-0.01,NEW_PO_4301-1
2024-06-01,United Kingdom,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_5475,-259.07,-329.82,NEW_PO_5475-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3357,-2565.25,-3265.82,NEW_PO_3357-1
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_2255,-8092.25,-10302.24,NEW_PO_2255-6
2024-06-01,United Kingdom,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST_ADJ,NEW_PO_3353,-639.0,-813.51,NEW_PO_3353-2
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2592,2996.35,3250.44,NEW_PO_2592-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3158,10091.88,10947.67,NEW_PO_3158-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3140,669.99,726.81,NEW_PO_3140-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5478,999.6,1084.37,NEW_PO_5478-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2594,2996.35,3250.44,NEW_PO_2594-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4817,7013.0,7607.7,NEW_PO_4817-2
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5355,0.01,0.01,NEW_PO_5355-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4813,17280.0,18745.34,NEW_PO_4813-4
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_639,1004.45,1089.63,NEW_PO_639-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5479,2204.25,2391.17,NEW_PO_5479-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5480,12146.4,13176.41,NEW_PO_5480-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4266,2400.0,2603.52,NEW_PO_4266-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2604,16456.0,17851.47,NEW_PO_2604-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4777,403.1,437.28,NEW_PO_4777-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5481,3483.18,3778.55,NEW_PO_5481-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4817,13194.0,14312.85,NEW_PO_4817-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3340,7650.0,8298.72,NEW_PO_3340-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_468,1080.0,1171.58,NEW_PO_468-3
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4813,1920.0,2082.82,NEW_PO_4813-3
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3338,740.22,802.99,NEW_PO_3338-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2593,50073.0,54319.19,NEW_PO_2593-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_3169,586.47,636.2,NEW_PO_3169-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4248,268.75,291.54,NEW_PO_4248-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_644,1477.6,1602.9,NEW_PO_644-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5482,4678.0,5074.69,NEW_PO_5482-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5347,305.01,330.87,NEW_PO_5347-1
2024-06-01,Germany,Center A,10.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_2602,4461.0,4839.29,NEW_PO_2602-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_5483,3043.34,3301.42,NEW_PO_5483-1
2024-06-01,Germany,Center A,20.0,2,PROJECT ACCOUNTING,MISCELLANEOUS_COST,MISC_COST_DIST,NEW_PO_4814,209.98,227.79,NEW_PO_4814-2
